id,prefabName,prefabPath,specPath,sourcePrototypePng,unityFolder,targetAssetPath,module,nodeExpression,x,y,width,height,sliceFile,noSlice,nineSlice,dynamicTextPreserved,allowCreateOrRename,hitStatus,hitTarget,anchor,sizeDelta,anchoredPosition,backflowMode,textPolicy
FairyWandMaxedBanner#04,FairyWandMaxedBanner,Assets/Prefabs/UI/Panels/FairyWandMaxedBanner.prefab,docs/FairyWandMaxedBanner/ui_asset_slicing_backflow_FairyWandMaxedBanner.md,docs/FairyWandMaxedBanner/ui_layout_prototype_FairyWandMaxedBanner.png,Assets/Art/UI/Generated/FairyWandMaxedBanner/,Assets/Art/UI/Generated/FairyWandMaxedBanner/ui_FairyWandMaxedBanner__04_MarqueeText_bg.png,跑马灯文案,`MarqueeText`,120,870,840,58,ui_FairyWandMaxedBanner__04_MarqueeText_bg.png,false,false,true,false,现有节点命中,MarqueeText,Center,"840,58","0,61",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
FeatureUnlockBanner#01,FeatureUnlockBanner,Assets/Prefabs/UI/Panels/FeatureUnlockBanner.prefab,docs/FeatureUnlockBanner/ui_asset_slicing_backflow_FeatureUnlockBanner.md,docs/FeatureUnlockBanner/ui_layout_prototype_FeatureUnlockBanner.png,Assets/Art/UI/Generated/FeatureUnlockBanner/,,游戏安全区,`SceneSafeArea`,40,300,1000,1210,-,true,false,false,false,安全区/表现参考,-,Center,"1000,1210","0,55",不单独切图；作为游戏画面/安全区参考,无文案切图
FeatureUnlockBanner#02,FeatureUnlockBanner,Assets/Prefabs/UI/Panels/FeatureUnlockBanner.prefab,docs/FeatureUnlockBanner/ui_asset_slicing_backflow_FeatureUnlockBanner.md,docs/FeatureUnlockBanner/ui_layout_prototype_FeatureUnlockBanner.png,Assets/Art/UI/Generated/FeatureUnlockBanner/,Assets/Art/UI/Generated/FeatureUnlockBanner/ui_FeatureUnlockBanner__02_FeatureUnlockBanner.png,解锁横幅,`FeatureUnlockBanner`,95,170,890,180,ui_FeatureUnlockBanner__02_FeatureUnlockBanner.png,false,true,false,false,现有节点命中,FeatureUnlockBanner,TopCenter,"890,180","0,700",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
FeatureUnlockBanner#03,FeatureUnlockBanner,Assets/Prefabs/UI/Panels/FeatureUnlockBanner.prefab,docs/FeatureUnlockBanner/ui_asset_slicing_backflow_FeatureUnlockBanner.md,docs/FeatureUnlockBanner/ui_layout_prototype_FeatureUnlockBanner.png,Assets/Art/UI/Generated/FeatureUnlockBanner/,Assets/Art/UI/Generated/FeatureUnlockBanner/ui_FeatureUnlockBanner__03_TitleText_bg.png,标题,`TitleText`,145,205,320,54,ui_FeatureUnlockBanner__03_TitleText_bg.png,false,false,true,false,现有节点命中,TitleText,TopLeft,"320,54","-235,728",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
FeatureUnlockBanner#04,FeatureUnlockBanner,Assets/Prefabs/UI/Panels/FeatureUnlockBanner.prefab,docs/FeatureUnlockBanner/ui_asset_slicing_backflow_FeatureUnlockBanner.md,docs/FeatureUnlockBanner/ui_layout_prototype_FeatureUnlockBanner.png,Assets/Art/UI/Generated/FeatureUnlockBanner/,Assets/Art/UI/Generated/FeatureUnlockBanner/ui_FeatureUnlockBanner__04_DescText_bg.png,说明,`DescText`,145,280,760,54,ui_FeatureUnlockBanner__04_DescText_bg.png,false,false,true,false,现有节点命中,DescText,TopCenter,"760,54","-15,653",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
FrozenStatusPanel#01,FrozenStatusPanel,Assets/Prefabs/UI/Panels/FrozenStatusPanel.prefab,docs/FrozenStatusPanel/ui_asset_slicing_backflow_FrozenStatusPanel.md,docs/FrozenStatusPanel/ui_layout_prototype_FrozenStatusPanel.png,Assets/Art/UI/Generated/FrozenStatusPanel/,,游戏画面安全区,`SceneSafeArea`,40,180,1000,1180,-,true,false,false,false,安全区/表现参考,-,Center,"1000,1180","0,190",不单独切图；作为游戏画面/安全区参考,无文案切图
FrozenStatusPanel#02,FrozenStatusPanel,Assets/Prefabs/UI/Panels/FrozenStatusPanel.prefab,docs/FrozenStatusPanel/ui_asset_slicing_backflow_FrozenStatusPanel.md,docs/FrozenStatusPanel/ui_layout_prototype_FrozenStatusPanel.png,Assets/Art/UI/Generated/FrozenStatusPanel/,Assets/Art/UI/Generated/FrozenStatusPanel/ui_FrozenStatusPanel__02_BackgroundImage.png,底部冻结横幅,`FrozenStatusPanel/BackgroundImage`,70,1460,940,180,ui_FrozenStatusPanel__02_BackgroundImage.png,false,true,false,false,现有节点命中,BackgroundImage、FrozenStatusPanel,BottomCenter,"940,180","0,-590",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
FrozenStatusPanel#03,FrozenStatusPanel,Assets/Prefabs/UI/Panels/FrozenStatusPanel.prefab,docs/FrozenStatusPanel/ui_asset_slicing_backflow_FrozenStatusPanel.md,docs/FrozenStatusPanel/ui_layout_prototype_FrozenStatusPanel.png,Assets/Art/UI/Generated/FrozenStatusPanel/,Assets/Art/UI/Generated/FrozenStatusPanel/ui_FrozenStatusPanel__03_FrozenText_bg.png,冻结主文案,`FrozenText`,130,1508,620,58,ui_FrozenStatusPanel__03_FrozenText_bg.png,false,false,true,false,现有节点命中,FrozenText,BottomCenter,"620,58","-100,-577",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
FrozenStatusPanel#04,FrozenStatusPanel,Assets/Prefabs/UI/Panels/FrozenStatusPanel.prefab,docs/FrozenStatusPanel/ui_asset_slicing_backflow_FrozenStatusPanel.md,docs/FrozenStatusPanel/ui_layout_prototype_FrozenStatusPanel.png,Assets/Art/UI/Generated/FrozenStatusPanel/,Assets/Art/UI/Generated/FrozenStatusPanel/ui_FrozenStatusPanel__04_CountdownText_bg.png,倒计时,`CountdownText`,130,1580,620,48,ui_FrozenStatusPanel__04_CountdownText_bg.png,false,false,true,false,现有节点命中,CountdownText,BottomCenter,"620,48","-100,-644",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
FrozenStatusPanel#05,FrozenStatusPanel,Assets/Prefabs/UI/Panels/FrozenStatusPanel.prefab,docs/FrozenStatusPanel/ui_asset_slicing_backflow_FrozenStatusPanel.md,docs/FrozenStatusPanel/ui_layout_prototype_FrozenStatusPanel.png,Assets/Art/UI/Generated/FrozenStatusPanel/,Assets/Art/UI/Generated/FrozenStatusPanel/ui_FrozenStatusPanel__05_IceIcon.png,冰晶图标区,`IceIcon`,795,1505,110,110,ui_FrozenStatusPanel__05_IceIcon.png,false,false,true,true,施工目标需创建/改名,-,BottomRight,"110,110","310,-600",切透明 PNG，按 Image.sprite 回填,图标可烘焙，旁边文字仍走 TMP
GameControlUI_BottomBar#01,GameControlUI_BottomBar,Assets/Prefabs/UI/Panels/GameControlUI_BottomBar.prefab,docs/GameControlUI_BottomBar/ui_asset_slicing_backflow_GameControlUI_BottomBar.md,docs/GameControlUI_BottomBar/ui_layout_prototype_GameControlUI_BottomBar.png,Assets/Art/UI/Generated/GameControlUI_BottomBar/,,游戏安全区,`SceneSafeArea`,40,120,1000,1390,-,true,false,false,false,安全区/表现参考,-,Center,"1000,1390","0,145",不单独切图；作为游戏画面/安全区参考,无文案切图
GameControlUI_BottomBar#02,GameControlUI_BottomBar,Assets/Prefabs/UI/Panels/GameControlUI_BottomBar.prefab,docs/GameControlUI_BottomBar/ui_asset_slicing_backflow_GameControlUI_BottomBar.md,docs/GameControlUI_BottomBar/ui_layout_prototype_GameControlUI_BottomBar.png,Assets/Art/UI/Generated/GameControlUI_BottomBar/,Assets/Art/UI/Generated/GameControlUI_BottomBar/ui_GameControlUI_BottomBar__02_GameControlUI_BottomBar.png,底部工具栏,`GameControlUI_BottomBar`,30,1585,1020,260,ui_GameControlUI_BottomBar__02_GameControlUI_BottomBar.png,false,true,false,false,现有节点命中,GameControlUI_BottomBar,BottomCenter,"1020,260","0,-755",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GameControlUI_BottomBar#03,GameControlUI_BottomBar,Assets/Prefabs/UI/Panels/GameControlUI_BottomBar.prefab,docs/GameControlUI_BottomBar/ui_asset_slicing_backflow_GameControlUI_BottomBar.md,docs/GameControlUI_BottomBar/ui_layout_prototype_GameControlUI_BottomBar.png,Assets/Art/UI/Generated/GameControlUI_BottomBar/,Assets/Art/UI/Generated/GameControlUI_BottomBar/ui_GameControlUI_BottomBar__03_StatusText_bg.png,状态文本,`StatusText`,60,1615,960,46,ui_GameControlUI_BottomBar__03_StatusText_bg.png,false,false,true,false,现有节点命中,StatusText,BottomCenter,"960,46","0,-678",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
GameControlUI_BottomBar#04,GameControlUI_BottomBar,Assets/Prefabs/UI/Panels/GameControlUI_BottomBar.prefab,docs/GameControlUI_BottomBar/ui_asset_slicing_backflow_GameControlUI_BottomBar.md,docs/GameControlUI_BottomBar/ui_layout_prototype_GameControlUI_BottomBar.png,Assets/Art/UI/Generated/GameControlUI_BottomBar/,Assets/Art/UI/Generated/GameControlUI_BottomBar/ui_GameControlUI_BottomBar__04_Monster.png,控制按钮组,`Start/Pause/End/Monster`,60,1685,600,72,ui_GameControlUI_BottomBar__04_Monster.png,false,true,false,false,现有节点命中,BtnMonster、BtnPause、BtnStart,BottomCenter,"600,72","-180,-761",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GameControlUI_BottomBar#05,GameControlUI_BottomBar,Assets/Prefabs/UI/Panels/GameControlUI_BottomBar.prefab,docs/GameControlUI_BottomBar/ui_asset_slicing_backflow_GameControlUI_BottomBar.md,docs/GameControlUI_BottomBar/ui_layout_prototype_GameControlUI_BottomBar.png,Assets/Art/UI/Generated/GameControlUI_BottomBar/,Assets/Art/UI/Generated/GameControlUI_BottomBar/ui_GameControlUI_BottomBar__05_T5.png,礼物测试组,`BtnGiftT1/T3/T5`,680,1685,340,72,ui_GameControlUI_BottomBar__05_T5.png,false,false,false,false,现有节点命中,BtnGiftT1,BottomRight,"340,72","310,-761",切透明 PNG，按 Image.sprite 回填,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GameControlUI_BottomBar#06,GameControlUI_BottomBar,Assets/Prefabs/UI/Panels/GameControlUI_BottomBar.prefab,docs/GameControlUI_BottomBar/ui_asset_slicing_backflow_GameControlUI_BottomBar.md,docs/GameControlUI_BottomBar/ui_layout_prototype_GameControlUI_BottomBar.png,Assets/Art/UI/Generated/GameControlUI_BottomBar/,Assets/Art/UI/Generated/GameControlUI_BottomBar/ui_GameControlUI_BottomBar__06_Freeze.png,连接/冻结,`Connect/Freeze`,60,1775,960,70,ui_GameControlUI_BottomBar__06_Freeze.png,false,false,false,false,现有节点命中,BtnConnect、BtnFreeze,BottomCenter,"960,70","0,-850",切透明 PNG，按 Image.sprite 回填,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GateUpgradeConfirmUI#01,GateUpgradeConfirmUI,Assets/Prefabs/UI/Panels/GateUpgradeConfirmUI.prefab,docs/GateUpgradeConfirmUI/ui_asset_slicing_backflow_GateUpgradeConfirmUI.md,docs/GateUpgradeConfirmUI/ui_layout_prototype_GateUpgradeConfirmUI.png,Assets/Art/UI/Generated/GateUpgradeConfirmUI/,Assets/Art/UI/Generated/GateUpgradeConfirmUI/ui_GateUpgradeConfirmUI__01_ModalBackdrop.png,暗化背景,`ModalBackdrop`,0,0,1080,1920,ui_GateUpgradeConfirmUI__01_ModalBackdrop.png,false,true,false,true,施工目标需创建/改名,-,Center,"1080,1920","0,0",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GateUpgradeConfirmUI#02,GateUpgradeConfirmUI,Assets/Prefabs/UI/Panels/GateUpgradeConfirmUI.prefab,docs/GateUpgradeConfirmUI/ui_asset_slicing_backflow_GateUpgradeConfirmUI.md,docs/GateUpgradeConfirmUI/ui_layout_prototype_GateUpgradeConfirmUI.png,Assets/Art/UI/Generated/GateUpgradeConfirmUI/,Assets/Art/UI/Generated/GateUpgradeConfirmUI/ui_GateUpgradeConfirmUI__02_DialogBox.png,弹窗盒,`DialogBox`,150,520,780,620,ui_GateUpgradeConfirmUI__02_DialogBox.png,false,true,false,false,现有节点命中,DialogBox,Center,"780,620","0,130",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GateUpgradeConfirmUI#03,GateUpgradeConfirmUI,Assets/Prefabs/UI/Panels/GateUpgradeConfirmUI.prefab,docs/GateUpgradeConfirmUI/ui_asset_slicing_backflow_GateUpgradeConfirmUI.md,docs/GateUpgradeConfirmUI/ui_layout_prototype_GateUpgradeConfirmUI.png,Assets/Art/UI/Generated/GateUpgradeConfirmUI/,Assets/Art/UI/Generated/GateUpgradeConfirmUI/ui_GateUpgradeConfirmUI__03_Title_bg.png,标题,`Title`,210,570,660,70,ui_GateUpgradeConfirmUI__03_Title_bg.png,false,false,true,false,现有节点命中,Title,TopCenter,"660,70","0,355",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
GateUpgradeConfirmUI#04,GateUpgradeConfirmUI,Assets/Prefabs/UI/Panels/GateUpgradeConfirmUI.prefab,docs/GateUpgradeConfirmUI/ui_asset_slicing_backflow_GateUpgradeConfirmUI.md,docs/GateUpgradeConfirmUI/ui_layout_prototype_GateUpgradeConfirmUI.png,Assets/Art/UI/Generated/GateUpgradeConfirmUI/,Assets/Art/UI/Generated/GateUpgradeConfirmUI/ui_GateUpgradeConfirmUI__04_NextLevel.png,等级对比,`CurrentLevel/NextLevel`,220,680,640,84,ui_GateUpgradeConfirmUI__04_NextLevel.png,false,false,false,false,现有节点命中,CurrentLevel、NextLevel,Center,"640,84","0,238",切透明 PNG，按 Image.sprite 回填,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GateUpgradeConfirmUI#05,GateUpgradeConfirmUI,Assets/Prefabs/UI/Panels/GateUpgradeConfirmUI.prefab,docs/GateUpgradeConfirmUI/ui_asset_slicing_backflow_GateUpgradeConfirmUI.md,docs/GateUpgradeConfirmUI/ui_layout_prototype_GateUpgradeConfirmUI.png,Assets/Art/UI/Generated/GateUpgradeConfirmUI/,Assets/Art/UI/Generated/GateUpgradeConfirmUI/ui_GateUpgradeConfirmUI__05_Cost.png,消耗,`Cost`,220,800,640,60,ui_GateUpgradeConfirmUI__05_Cost.png,false,false,false,false,现有节点命中,Cost,Center,"640,60","0,130",切透明 PNG，按 Image.sprite 回填,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GateUpgradeConfirmUI#06,GateUpgradeConfirmUI,Assets/Prefabs/UI/Panels/GateUpgradeConfirmUI.prefab,docs/GateUpgradeConfirmUI/ui_asset_slicing_backflow_GateUpgradeConfirmUI.md,docs/GateUpgradeConfirmUI/ui_layout_prototype_GateUpgradeConfirmUI.png,Assets/Art/UI/Generated/GateUpgradeConfirmUI/,Assets/Art/UI/Generated/GateUpgradeConfirmUI/ui_GateUpgradeConfirmUI__06_Features_bg.png,新特性,`Features`,220,890,640,110,ui_GateUpgradeConfirmUI__06_Features_bg.png,false,false,true,false,现有节点命中,Features,Center,"640,110","0,15",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
GateUpgradeConfirmUI#07,GateUpgradeConfirmUI,Assets/Prefabs/UI/Panels/GateUpgradeConfirmUI.prefab,docs/GateUpgradeConfirmUI/ui_asset_slicing_backflow_GateUpgradeConfirmUI.md,docs/GateUpgradeConfirmUI/ui_layout_prototype_GateUpgradeConfirmUI.png,Assets/Art/UI/Generated/GateUpgradeConfirmUI/,Assets/Art/UI/Generated/GateUpgradeConfirmUI/ui_GateUpgradeConfirmUI__07_BtnConfirm.png,按钮区,`BtnCancel/BtnConfirm`,220,1050,640,92,ui_GateUpgradeConfirmUI__07_BtnConfirm.png,false,true,false,false,现有节点命中,BtnCancel、BtnConfirm,Center,"640,92","0,-136",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GiftImpactUI_GiftImpactBanner#01,GiftImpactUI_GiftImpactBanner,Assets/Prefabs/UI/Panels/GiftImpactUI_GiftImpactBanner.prefab,docs/GiftImpactUI_GiftImpactBanner/ui_asset_slicing_backflow_GiftImpactUI_GiftImpactBanner.md,docs/GiftImpactUI_GiftImpactBanner/ui_layout_prototype_GiftImpactUI_GiftImpactBanner.png,Assets/Art/UI/Generated/GiftImpactUI_GiftImpactBanner/,,游戏安全区,`SceneSafeArea`,40,230,1000,1150,-,true,false,false,false,安全区/表现参考,-,Center,"1000,1150","0,155",不单独切图；作为游戏画面/安全区参考,无文案切图
GiftImpactUI_GiftImpactBanner#02,GiftImpactUI_GiftImpactBanner,Assets/Prefabs/UI/Panels/GiftImpactUI_GiftImpactBanner.prefab,docs/GiftImpactUI_GiftImpactBanner/ui_asset_slicing_backflow_GiftImpactUI_GiftImpactBanner.md,docs/GiftImpactUI_GiftImpactBanner/ui_layout_prototype_GiftImpactUI_GiftImpactBanner.png,Assets/Art/UI/Generated/GiftImpactUI_GiftImpactBanner/,Assets/Art/UI/Generated/GiftImpactUI_GiftImpactBanner/ui_GiftImpactUI_GiftImpactBanner__02_GiftImpactBanner.png,礼物影响横幅,`GiftImpactBanner`,170,1330,740,140,ui_GiftImpactUI_GiftImpactBanner__02_GiftImpactBanner.png,false,true,false,false,现有节点命中,GiftImpactUI_GiftImpactBanner,BottomCenter,"740,140","0,-440",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GiftImpactUI_GiftImpactBanner#03,GiftImpactUI_GiftImpactBanner,Assets/Prefabs/UI/Panels/GiftImpactUI_GiftImpactBanner.prefab,docs/GiftImpactUI_GiftImpactBanner/ui_asset_slicing_backflow_GiftImpactUI_GiftImpactBanner.md,docs/GiftImpactUI_GiftImpactBanner/ui_layout_prototype_GiftImpactUI_GiftImpactBanner.png,Assets/Art/UI/Generated/GiftImpactUI_GiftImpactBanner/,Assets/Art/UI/Generated/GiftImpactUI_GiftImpactBanner/ui_GiftImpactUI_GiftImpactBanner__03_ImpactText_bg.png,影响文案,`ImpactText`,210,1370,660,56,ui_GiftImpactUI_GiftImpactBanner__03_ImpactText_bg.png,false,false,true,false,现有节点命中,ImpactText,BottomCenter,"660,56","0,-438",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
GloryMomentUI_GloryMomentBanner#01,GloryMomentUI_GloryMomentBanner,Assets/Prefabs/UI/Panels/GloryMomentUI_GloryMomentBanner.prefab,docs/GloryMomentUI_GloryMomentBanner/ui_asset_slicing_backflow_GloryMomentUI_GloryMomentBanner.md,docs/GloryMomentUI_GloryMomentBanner/ui_layout_prototype_GloryMomentUI_GloryMomentBanner.png,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/,,游戏安全区,`SceneSafeArea`,40,260,1000,1100,-,true,false,false,false,安全区/表现参考,-,Center,"1000,1100","0,150",不单独切图；作为游戏画面/安全区参考,无文案切图
GloryMomentUI_GloryMomentBanner#02,GloryMomentUI_GloryMomentBanner,Assets/Prefabs/UI/Panels/GloryMomentUI_GloryMomentBanner.prefab,docs/GloryMomentUI_GloryMomentBanner/ui_asset_slicing_backflow_GloryMomentUI_GloryMomentBanner.md,docs/GloryMomentUI_GloryMomentBanner/ui_layout_prototype_GloryMomentUI_GloryMomentBanner.png,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/ui_GloryMomentUI_GloryMomentBanner__02_BannerRoot.png,高光横幅,`BannerRoot`,110,520,860,220,ui_GloryMomentUI_GloryMomentBanner__02_BannerRoot.png,false,true,false,false,现有节点命中,BannerRoot,TopCenter,"860,220","0,330",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
GloryMomentUI_GloryMomentBanner#03,GloryMomentUI_GloryMomentBanner,Assets/Prefabs/UI/Panels/GloryMomentUI_GloryMomentBanner.prefab,docs/GloryMomentUI_GloryMomentBanner/ui_asset_slicing_backflow_GloryMomentUI_GloryMomentBanner.md,docs/GloryMomentUI_GloryMomentBanner/ui_layout_prototype_GloryMomentUI_GloryMomentBanner.png,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/ui_GloryMomentUI_GloryMomentBanner__03_MainText_bg.png,主文案,`MainText`,160,575,760,76,ui_GloryMomentUI_GloryMomentBanner__03_MainText_bg.png,false,false,true,false,现有节点命中,MainText,TopCenter,"760,76","0,347",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
GloryMomentUI_GloryMomentBanner#04,GloryMomentUI_GloryMomentBanner,Assets/Prefabs/UI/Panels/GloryMomentUI_GloryMomentBanner.prefab,docs/GloryMomentUI_GloryMomentBanner/ui_asset_slicing_backflow_GloryMomentUI_GloryMomentBanner.md,docs/GloryMomentUI_GloryMomentBanner/ui_layout_prototype_GloryMomentUI_GloryMomentBanner.png,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/ui_GloryMomentUI_GloryMomentBanner__04_SubText_bg.png,副文案,`SubText`,190,675,700,50,ui_GloryMomentUI_GloryMomentBanner__04_SubText_bg.png,false,false,true,false,现有节点命中,SubText,Center,"700,50","0,260",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
GloryMomentUI_GloryMomentBanner#05,GloryMomentUI_GloryMomentBanner,Assets/Prefabs/UI/Panels/GloryMomentUI_GloryMomentBanner.prefab,docs/GloryMomentUI_GloryMomentBanner/ui_asset_slicing_backflow_GloryMomentUI_GloryMomentBanner.md,docs/GloryMomentUI_GloryMomentBanner/ui_layout_prototype_GloryMomentUI_GloryMomentBanner.png,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/,Assets/Art/UI/Generated/GloryMomentUI_GloryMomentBanner/ui_GloryMomentUI_GloryMomentBanner__05_RedFlash.png,特效层,`GoldBurst/RedFlash`,110,520,860,220,ui_GloryMomentUI_GloryMomentBanner__05_RedFlash.png,false,false,false,false,现有节点命中,GoldBurst、RedFlash,TopCenter,"860,220","0,330",切透明 PNG，按 Image.sprite 回填,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
LobbyPanel#01,LobbyPanel,Assets/Prefabs/UI/Panels/LobbyPanel.prefab,docs/LobbyPanel/ui_asset_slicing_backflow_LobbyPanel.md,docs/LobbyPanel/ui_layout_prototype_LobbyPanel.png,Assets/Art/UI/Generated/LobbyPanel/,,背景,`LobbyBg`,0,0,1080,1920,-,true,false,false,false,安全区/表现参考,-,Center,"1080,1920","0,0",不单独切图；作为游戏画面/安全区参考,无文案切图
LobbyPanel#02,LobbyPanel,Assets/Prefabs/UI/Panels/LobbyPanel.prefab,docs/LobbyPanel/ui_asset_slicing_backflow_LobbyPanel.md,docs/LobbyPanel/ui_layout_prototype_LobbyPanel.png,Assets/Art/UI/Generated/LobbyPanel/,Assets/Art/UI/Generated/LobbyPanel/ui_LobbyPanel__02_TitleText_bg.png,标题区,`TitleImage/TitleText`,120,300,840,180,ui_LobbyPanel__02_TitleText_bg.png,false,false,true,false,现有节点命中,TitleImage、TitleText,TopCenter,"840,180","0,570",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
LobbyPanel#03,LobbyPanel,Assets/Prefabs/UI/Panels/LobbyPanel.prefab,docs/LobbyPanel/ui_asset_slicing_backflow_LobbyPanel.md,docs/LobbyPanel/ui_layout_prototype_LobbyPanel.png,Assets/Art/UI/Generated/LobbyPanel/,Assets/Art/UI/Generated/LobbyPanel/ui_LobbyPanel__03_StatusText_bg.png,状态区,`ServerStatus/StatusText`,180,620,720,120,ui_LobbyPanel__03_StatusText_bg.png,false,false,true,false,现有节点命中,ServerStatus、StatusText,Center,"720,120","0,280",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
LobbyPanel#04,LobbyPanel,Assets/Prefabs/UI/Panels/LobbyPanel.prefab,docs/LobbyPanel/ui_asset_slicing_backflow_LobbyPanel.md,docs/LobbyPanel/ui_layout_prototype_LobbyPanel.png,Assets/Art/UI/Generated/LobbyPanel/,Assets/Art/UI/Generated/LobbyPanel/ui_LobbyPanel__04_StartBtn.png,开始按钮,`StartBtn`,240,860,600,110,ui_LobbyPanel__04_StartBtn.png,false,true,false,false,现有节点命中,StartBtn,Center,"600,110","0,45",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
LobbyPanel#05,LobbyPanel,Assets/Prefabs/UI/Panels/LobbyPanel.prefab,docs/LobbyPanel/ui_asset_slicing_backflow_LobbyPanel.md,docs/LobbyPanel/ui_layout_prototype_LobbyPanel.png,Assets/Art/UI/Generated/LobbyPanel/,Assets/Art/UI/Generated/LobbyPanel/ui_LobbyPanel__05_SettingsBtn.png,次级按钮,`RankingBtn/SettingsBtn`,240,1005,600,96,ui_LobbyPanel__05_SettingsBtn.png,false,true,false,false,现有节点命中,RankingBtn、SettingsBtn,Center,"600,96","0,-93",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
LobbyPanel#06,LobbyPanel,Assets/Prefabs/UI/Panels/LobbyPanel.prefab,docs/LobbyPanel/ui_asset_slicing_backflow_LobbyPanel.md,docs/LobbyPanel/ui_layout_prototype_LobbyPanel.png,Assets/Art/UI/Generated/LobbyPanel/,Assets/Art/UI/Generated/LobbyPanel/ui_LobbyPanel__06_SafeFooter.png,底部留白,`SafeFooter`,80,1460,920,240,ui_LobbyPanel__06_SafeFooter.png,false,false,false,true,施工目标需创建/改名,-,BottomCenter,"920,240","0,-620",切透明 PNG，按 Image.sprite 回填,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
NightModifierUI_NightModifierBanner#01,NightModifierUI_NightModifierBanner,Assets/Prefabs/UI/Panels/NightModifierUI_NightModifierBanner.prefab,docs/NightModifierUI_NightModifierBanner/ui_asset_slicing_backflow_NightModifierUI_NightModifierBanner.md,docs/NightModifierUI_NightModifierBanner/ui_layout_prototype_NightModifierUI_NightModifierBanner.png,Assets/Art/UI/Generated/NightModifierUI_NightModifierBanner/,,游戏安全区,`SceneSafeArea`,40,310,1000,1120,-,true,false,false,false,安全区/表现参考,-,Center,"1000,1120","0,90",不单独切图；作为游戏画面/安全区参考,无文案切图
